Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2/22/2025,0:41:14,CNR7046050977,Success,CUST494376,eBike,Indiranagar,Shivajinagar,5.28,8.91,0,,0,,0,,200,11.55,3.9,3.8
2/3/2025,21:14:42,CNR8032772319,Success,CUST788789,eBike,Koramangala,Rajajinagar,6.11,5.8,0,,0,,0,,435,22.55,4.4,3.9
2/22/2025,7:29:48,CNR1416869682,Success,CUST166724,Mini,Girinagar,Jayanagar,6.43,11.58,0,,0,,0,,368,19.46,3.8,4.3
2/18/2025,19:01:28,CNR6598742805,Success,CUST379717,Prime SUV,Basaveshwaranagar,Kanakapura Road,6.39,4.16,0,,0,,0,,468,15.55,4.1,4.5
2/25/2025,13:22:25,CNR9862787460,Success,CUST139815,Prime Sedan,Domlur,BTM Layout,4.3,8.5,0,,0,,0,,247,27.14,4.6,4.4
2/22/2025,18:14:31,CNR6694022108,Success,CUST861966,Prime SUV,Bellandur,Rajajinagar,9.34,10.56,0,,0,,0,,485,18.04,4.8,4.1
2/10/2025,10:17:19,CNR3396565822,Success,CUST586189,Prime Sedan,Richmond Town,RT Nagar,8.82,3.54,0,,0,,0,,236,12.46,4.7,4.5
2/4/2025,18:49:02,CNR6016107747,Success,CUST397129,eBike,Jakkur,Kanakapura Road,5.74,7.67,0,,0,,0,,458,14.56,3.9,3.8
2/5/2025,16:21:26,CNR1504795577,Success,CUST922375,Prime SUV,Banaswadi,Lavelle Road,7.29,11.01,0,,0,,0,,883,7.78,3.7,4
2/7/2025,6:24:28,CNR5377364458,Success,CUST122571,Mini,Hebbal,Kaggadasapura,5.61,3.62,0,,0,,0,,570,13.18,3.7,4.8
2/15/2025,17:02:46,CNR3439329068,Success,CUST467352,Mini,Jayanagar,Banaswadi,7.04,8.81,0,,0,,0,,302,17.07,3.8,3.7
2/20/2025,2:02:44,CNR7045534422,Success,CUST600098,Auto,Hoodi,Banaswadi,2.5,7.78,0,,0,,0,,240,27.94,3.6,4
2/10/2025,3:02:28,CNR1591469127,Success,CUST997917,Mini,Kanakapura Road,Malleshwaram,9.09,10.25,0,,0,,0,,337,2.72,4.3,4.3
2/5/2025,8:43:42,CNR1507770896,Success,CUST566971,Prime Sedan,Hosakerehalli,Bommanahalli,4.26,11.25,0,,0,,0,,170,4.71,4.9,4.2
2/24/2025,5:51:36,CNR6459308961,Incomplete,CUST563732,Prime Plus,Basavanagudi,Bannerghatta Road,0,0,0,,0,,1,Other Issue,0,0,0,0
2/13/2025,0:53:06,CNR2730931005,Cancelled by Driver,CUST989603,Bike,Malleshwaram,Malleshwaram,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/2/2025,15:31:43,CNR2757414268,Cancelled by Driver,CUST402285,Mini,Bannerghatta Road,Hennur,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/22/2025,18:51:02,CNR5824473294,Success,CUST724150,eBike,Banashankari,Basavanagudi,7.54,8.08,0,,0,,0,,483,14.03,4.1,4.8
2/3/2025,16:14:53,CNR6813444105,Success,CUST222930,Prime SUV,Bellandur,Hulimavu,8.2,9.29,0,,0,,0,,985,21.88,4.3,4.8
2/9/2025,7:10:34,CNR9400363983,Cancelled by Driver,CUST352240,Auto,Yelahanka,Lavelle Road,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/22/2025,20:24:11,CNR4089421868,Success,CUST442957,Prime SUV,Domlur,Majestic,6.61,10.3,0,,0,,0,,345,19.55,4.9,3.8
2/23/2025,21:34:32,CNR5294713081,Cancelled by Customer,CUST273175,eBike,Kammanahalli,Hulimavu,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/25/2025,7:51:27,CNR7388240830,Success,CUST222680,Prime SUV,Marathahalli,Indiranagar,4.04,12.31,0,,0,,0,,239,24.73,3.6,3.8
2/2/2025,15:36:41,CNR1841410053,Success,CUST561250,eBike,Jakkur,Bommanahalli,5.43,7.71,0,,0,,0,,490,13.82,4.2,4.8
2/3/2025,19:04:25,CNR9476532955,Success,CUST209277,Bike,Ulsoor,Ulsoor,6.1,4.6,0,,0,,0,,996,14.67,4.6,4.8
2/1/2025,19:28:02,CNR1108120123,Success,CUST769493,Mini,Vijayanagar,Kadubeesanahalli,7.53,9.28,0,,0,,0,,967,13.12,4.3,3.6
2/12/2025,6:49:25,CNR8965913682,Cancelled by Driver,CUST569608,Bike,Lavelle Road,Domlur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/21/2025,16:43:08,CNR4805144209,Cancelled by Driver,CUST671484,Prime SUV,Bannerghatta Road,Kaggadasapura,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/10/2025,10:47:34,CNR6662068699,Success,CUST362600,Mini,Lavelle Road,Vijayanagar,4.92,13.65,0,,0,,0,,580,27.24,4.7,3.9
2/4/2025,10:39:09,CNR6980895760,Cancelled by Customer,CUST906175,Prime SUV,JP Nagar,Sadashivanagar,0,0,1,Change of plans,0,,0,,0,0,0,0
2/6/2025,12:34:33,CNR7960229950,Success,CUST917281,Prime Sedan,JP Nagar,MG Road,5.72,3.51,0,,0,,0,,831,25.03,3.6,3.6
2/11/2025,0:02:43,CNR1975957196,Cancelled by Customer,CUST555801,Mini,Marathahalli,Banaswadi,0,0,1,Wrong Address,0,,0,,0,0,0,0
2/26/2025,19:42:27,CNR8595451357,Incomplete,CUST864454,Prime Sedan,Jakkur,Frazer Town,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/14/2025,4:59:42,CNR7929242133,Success,CUST291105,Auto,Electronic City,Malleshwaram,2.45,6.94,0,,0,,0,,215,15.39,3.8,4.2
2/26/2025,12:02:31,CNR4840574938,Cancelled by Customer,CUST660714,Auto,RT Nagar,Domlur,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/17/2025,15:15:07,CNR8507716878,Success,CUST513257,Prime Sedan,Yelahanka,Kengeri,9.28,13.01,0,,0,,0,,302,28.38,4.8,4.9
2/22/2025,8:18:43,CNR5239685559,Success,CUST377166,Prime Plus,Cunningham Road,Domlur,7.08,3.82,0,,0,,0,,412,4.49,4,5
2/18/2025,3:02:50,CNR9406278662,Success,CUST902895,Auto,KR Puram,HSR Layout,9.89,3.86,0,,0,,0,,212,15.27,4.5,4.3
2/2/2025,1:43:19,CNR7662060815,Success,CUST480608,Prime Plus,Shivajinagar,Bommanahalli,7.21,14.81,0,,0,,0,,164,19.28,4.4,4.7
2/17/2025,19:47:19,CNR7762605685,Cancelled by Driver,CUST220699,Prime SUV,Majestic,Electronic City,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/18/2025,2:11:02,CNR4767775467,Incomplete,CUST920021,Bike,Banaswadi,Rajajinagar,0,0,0,,0,,1,Other Issue,0,0,0,0
2/12/2025,4:50:03,CNR1293831682,Success,CUST283446,Auto,Malleshwaram,Yelahanka,7.55,14.81,0,,0,,0,,753,7.45,4.1,4.9
2/27/2025,6:06:11,CNR5253095733,Cancelled by Driver,CUST952097,Prime Sedan,Vijayanagar,Vasanth Nagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/19/2025,3:19:56,CNR5353828496,Success,CUST769329,Mini,Domlur,Hennur,2.32,4.01,0,,0,,0,,887,27.43,4.4,3.7
2/22/2025,11:28:05,CNR6891794522,Cancelled by Driver,CUST987605,eBike,Kammanahalli,Basaveshwaranagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/13/2025,17:32:04,CNR5093116023,Cancelled by Customer,CUST397170,Auto,Marathahalli,Hoodi,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/28/2025,0:04:42,CNR8720774016,Incomplete,CUST528388,Auto,Kanakapura Road,Hoodi,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/26/2025,6:42:57,CNR9058619675,Cancelled by Customer,CUST972872,Prime SUV,HSR Layout,Hennur,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/3/2025,18:26:56,CNR3596042003,Success,CUST923356,Auto,Whitefield,Domlur,5.21,9,0,,0,,0,,2281,29.04,4.2,3.5
2/28/2025,19:32:12,CNR4329115319,Success,CUST875721,Prime Sedan,KR Puram,BTM Layout,6.41,13.83,0,,0,,0,,483,6.15,4.1,4.6
2/5/2025,4:53:33,CNR6559534033,Success,CUST767301,eBike,Sarjapur,Sarjapur,2.75,11.25,0,,0,,0,,135,18.19,3.5,4.7
2/5/2025,3:58:03,CNR1633039355,Cancelled by Driver,CUST885219,Mini,Bellandur,Hebbal,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/11/2025,2:27:04,CNR1080658649,Success,CUST133482,Mini,Bellandur,Electronic City,8.12,4.86,0,,0,,0,,239,8.55,4.8,3.7
2/3/2025,0:44:02,CNR6283537581,Success,CUST718954,eBike,Frazer Town,Richmond Town,7.14,7.26,0,,0,,0,,876,24.26,4.4,5
2/13/2025,17:52:19,CNR6603814730,Success,CUST206522,Prime SUV,Vasanth Nagar,Basaveshwaranagar,5.13,12.9,0,,0,,0,,456,2.18,3.7,4.8
2/24/2025,1:51:30,CNR6214956630,Success,CUST617307,Prime Plus,Electronic City,Sahakar Nagar,3.32,11.34,0,,0,,0,,320,17.6,4.1,4.3
2/14/2025,5:25:01,CNR9849177876,Incomplete,CUST991233,Prime Sedan,Basaveshwaranagar,Richmond Town,0,0,0,,0,,1,Other Issue,0,0,0,0
2/4/2025,0:05:19,CNR2177069072,Cancelled by Customer,CUST584124,eBike,Basavanagudi,Hebbal,0,0,1,Change of plans,0,,0,,0,0,0,0
2/10/2025,4:49:55,CNR6429071932,Cancelled by Customer,CUST802255,Prime SUV,Lavelle Road,Kanakapura Road,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/5/2025,10:40:48,CNR5340516746,Success,CUST925129,Mini,Bommanahalli,Kanakapura Road,4.66,10.1,0,,0,,0,,377,2.9,3.8,3.6
2/8/2025,23:06:36,CNR7805752309,Cancelled by Driver,CUST583925,Mini,JP Nagar,Whitefield,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/7/2025,5:56:41,CNR5065296532,Success,CUST932939,Bike,Marathahalli,Shivajinagar,4.61,4.67,0,,0,,0,,373,3.83,3.6,4.5
2/18/2025,5:27:39,CNR2557888572,Success,CUST896657,Prime Plus,Koramangala,HSR Layout,6.24,14.91,0,,0,,0,,464,10.09,3.6,4.3
2/5/2025,0:18:09,CNR7918949295,Cancelled by Customer,CUST170898,Prime Plus,Yelahanka,Banashankari,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/8/2025,0:28:11,CNR1544785666,Success,CUST636093,Mini,Basavanagudi,Kengeri,9.14,3.19,0,,0,,0,,286,26.54,4.8,4.3
2/6/2025,0:27:07,CNR4334187728,Success,CUST534787,eBike,Majestic,Domlur,8.12,14.67,0,,0,,0,,325,28.94,4,4.5
2/2/2025,9:22:23,CNR8568581014,Cancelled by Driver,CUST634170,Prime Plus,Basavanagudi,Hebbal,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/22/2025,7:40:02,CNR6293012473,Cancelled by Driver,CUST611749,Auto,Sahakar Nagar,Hebbal,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/10/2025,21:21:02,CNR8093393112,Cancelled by Driver,CUST153724,Prime Sedan,Kanakapura Road,Cunningham Road,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/3/2025,6:39:32,CNR2981890828,Success,CUST277945,eBike,Banashankari,Cunningham Road,2.98,10.88,0,,0,,0,,895,19.28,4.5,4.9
2/16/2025,0:57:09,CNR9752853488,Success,CUST512173,Auto,Vijayanagar,Domlur,8.54,4.52,0,,0,,0,,287,18.21,3.9,4
2/24/2025,14:40:33,CNR9341416211,Success,CUST813547,Mini,Banashankari,Girinagar,8.35,7.25,0,,0,,0,,409,17.53,4.8,4.1
2/8/2025,22:38:07,CNR4091589910,Success,CUST657841,Bike,Basaveshwaranagar,Hulimavu,3.21,10.11,0,,0,,0,,148,4.08,4.3,4.2
2/11/2025,8:01:20,CNR2770343867,Incomplete,CUST671921,Bike,Richmond Town,Banashankari,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/17/2025,22:30:34,CNR1398472812,Cancelled by Driver,CUST345298,eBike,Hosakerehalli,MG Road,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/26/2025,10:52:54,CNR2422350734,Success,CUST684064,eBike,Kengeri,Bommasandra,6.59,7.02,0,,0,,0,,267,10.24,3.9,4.1
2/12/2025,19:14:46,CNR6808454096,Success,CUST530635,Auto,Electronic City,HSR Layout,5.98,5.87,0,,0,,0,,891,10.7,3.8,4.4
2/15/2025,5:14:00,CNR3432076164,Incomplete,CUST581398,Prime Plus,Marathahalli,Kammanahalli,0,0,0,,0,,1,Other Issue,0,0,0,0
2/2/2025,12:38:10,CNR9581304422,Success,CUST705753,Prime Plus,Hebbal,Bommanahalli,8.34,7.43,0,,0,,0,,328,12.82,3.5,4.6
2/2/2025,5:38:41,CNR7971001970,Success,CUST311309,Prime SUV,Shivajinagar,Vasanth Nagar,2.64,6.69,0,,0,,0,,310,6.81,4.5,3.8
2/22/2025,12:36:03,CNR9852062601,Success,CUST243827,Prime Plus,Kaggadasapura,Shivajinagar,7.4,13.18,0,,0,,0,,485,20.08,3.7,3.7
2/25/2025,17:24:31,CNR7731232086,Success,CUST622233,Prime SUV,Girinagar,Bellandur,4.98,3.82,0,,0,,0,,827,17.73,4.2,3.7
2/11/2025,12:16:34,CNR5222295926,Success,CUST271526,eBike,BTM Layout,Girinagar,2.94,5.68,0,,0,,0,,703,14.99,4.4,4
2/16/2025,1:00:43,CNR9600312919,Cancelled by Driver,CUST241894,Prime SUV,Sarjapur,Basaveshwaranagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/18/2025,7:22:56,CNR2971787177,Cancelled by Driver,CUST400067,eBike,RT Nagar,Bellandur,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/18/2025,16:14:33,CNR4040470483,Success,CUST106438,Prime SUV,Hosakerehalli,Hosakerehalli,8.34,11.76,0,,0,,0,,246,22.42,4.2,4.5
2/20/2025,8:31:41,CNR3585342753,Cancelled by Driver,CUST850288,Auto,Whitefield,Malleshwaram,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/14/2025,19:43:43,CNR2432704711,Success,CUST157131,Prime SUV,Vasanth Nagar,Bellandur,9.48,4.44,0,,0,,0,,521,22.73,4.2,3.7
2/24/2025,6:16:17,CNR2278417933,Success,CUST179527,Prime SUV,Yelahanka,Basaveshwaranagar,6.75,9.89,0,,0,,0,,156,24.74,4.5,4.1
2/9/2025,0:52:42,CNR2188788940,Cancelled by Driver,CUST717821,Auto,Kadubeesanahalli,Kadubeesanahalli,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/7/2025,10:49:51,CNR3934064047,Success,CUST144669,eBike,Ulsoor,Bommasandra,8.07,6.81,0,,0,,0,,430,18.85,3.8,4.4
2/22/2025,2:10:35,CNR4034218117,Success,CUST398867,Mini,MG Road,Shivajinagar,7.42,8.73,0,,0,,0,,447,16.74,4.5,4.7
2/4/2025,3:05:20,CNR8185162669,Cancelled by Customer,CUST986229,Prime Plus,Shivajinagar,Vijayanagar,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/19/2025,23:50:41,CNR7982131606,Cancelled by Driver,CUST204285,Auto,Malleshwaram,Banashankari,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/14/2025,3:52:23,CNR9284031666,Success,CUST718636,Mini,Sadashivanagar,BTM Layout,6.93,8.92,0,,0,,0,,546,17.8,4,3.7
2/4/2025,9:40:15,CNR4805998849,Success,CUST780920,Prime Sedan,Vijayanagar,Koramangala,5.44,10.85,0,,0,,0,,368,24.77,4,4.3
2/6/2025,17:27:25,CNR5763443790,Success,CUST308652,Prime Sedan,Malleshwaram,Banaswadi,2.31,6.22,0,,0,,0,,215,24.2,4.8,4.7
2/25/2025,21:11:41,CNR8367974696,Success,CUST745579,Prime SUV,RT Nagar,Kanakapura Road,7.96,4.66,0,,0,,0,,156,15.96,3.9,3.8
2/21/2025,9:34:41,CNR8423000390,Success,CUST811074,eBike,HBR Layout,Whitefield,3.76,3.87,0,,0,,0,,108,14,3.5,4
2/14/2025,15:11:01,CNR5949518281,Success,CUST483915,Prime Plus,Kadubeesanahalli,Basavanagudi,3.03,5.36,0,,0,,0,,102,13.43,3.9,4.7
2/10/2025,17:28:01,CNR9862120070,Success,CUST283193,Bike,Basavanagudi,RT Nagar,3.73,11.37,0,,0,,0,,757,3.9,4.7,4.4
2/1/2025,2:28:12,CNR9715096127,Success,CUST966044,Prime Plus,Jayanagar,Kaggadasapura,3.44,11.29,0,,0,,0,,618,8.19,3.6,4.8
2/26/2025,0:04:07,CNR1964577233,Cancelled by Driver,CUST114246,eBike,Jakkur,Kengeri,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/8/2025,6:40:14,CNR7197935865,Success,CUST412196,Auto,Banashankari,BTM Layout,9.08,4.64,0,,0,,0,,830,22.12,4.5,4.9
2/26/2025,20:32:41,CNR7654486559,Success,CUST235304,Bike,Jakkur,Hennur,7.6,5.42,0,,0,,0,,371,16.95,4.4,4.4
2/19/2025,10:22:50,CNR4937599981,Cancelled by Driver,CUST713102,Prime Plus,Richmond Town,Vasanth Nagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/18/2025,15:39:21,CNR8505184676,Success,CUST770848,Prime Plus,Bellandur,Sarjapur,6.72,4.74,0,,0,,0,,563,18.71,4.2,4.8
2/9/2025,5:15:24,CNR1594600886,Success,CUST823362,eBike,Shivajinagar,Kammanahalli,4.97,9.68,0,,0,,0,,703,8.68,4.4,3.9
2/19/2025,4:07:02,CNR8521535241,Cancelled by Driver,CUST876123,Mini,HBR Layout,Sahakar Nagar,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/28/2025,13:28:17,CNR4005289723,Cancelled by Driver,CUST910815,Auto,Kaggadasapura,Yelahanka,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/3/2025,2:40:13,CNR6412637938,Cancelled by Customer,CUST459231,Prime Sedan,Vasanth Nagar,Cunningham Road,0,0,1,Wrong Address,0,,0,,0,0,0,0
2/9/2025,18:35:27,CNR6108578703,Success,CUST227479,Prime SUV,Kanakapura Road,Sarjapur,6.02,3.19,0,,0,,0,,376,29.02,3.6,4.7
2/9/2025,16:27:37,CNR7663707745,Success,CUST998228,Prime Plus,Ulsoor,Domlur,2.7,5.21,0,,0,,0,,534,5.81,4.5,4.7
2/7/2025,2:49:16,CNR4410108267,Success,CUST725863,Mini,Kanakapura Road,Whitefield,2.76,4.85,0,,0,,0,,813,26.14,3.9,4.3
2/7/2025,6:16:31,CNR9051486702,Success,CUST857671,Auto,Kammanahalli,JP Nagar,7.04,10.99,0,,0,,0,,283,3.48,3.9,5
2/13/2025,2:58:13,CNR5517607862,Incomplete,CUST408411,Prime SUV,Yelahanka,Kammanahalli,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/3/2025,23:05:17,CNR4139025306,Cancelled by Driver,CUST743476,Prime SUV,Cunningham Road,Girinagar,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/2/2025,2:17:11,CNR6554365291,Cancelled by Customer,CUST154439,eBike,Bannerghatta Road,Sahakar Nagar,0,0,1,Change of plans,0,,0,,0,0,0,0
2/10/2025,1:50:38,CNR1019350910,Success,CUST542496,Prime Plus,Ulsoor,RT Nagar,3.14,6.68,0,,0,,0,,208,4.28,4.2,4.9
2/22/2025,4:22:39,CNR2054618544,Cancelled by Driver,CUST941320,Auto,Kengeri,Frazer Town,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/28/2025,13:34:01,CNR5859955183,Success,CUST884991,Prime SUV,Shivajinagar,MG Road,3.1,10.37,0,,0,,0,,974,10.02,3.7,4.4
2/16/2025,10:37:49,CNR2729173602,Success,CUST991572,Prime SUV,Bommanahalli,Hennur,6.03,12.35,0,,0,,0,,156,24.64,4.9,4.2
2/1/2025,18:19:42,CNR1567140150,Success,CUST188116,Mini,Frazer Town,Shivajinagar,5.82,3.1,0,,0,,0,,574,17.28,4.7,4
2/4/2025,21:18:16,CNR9170966825,Success,CUST137497,Mini,Hennur,Kanakapura Road,2.85,9.49,0,,0,,0,,452,4.17,4.3,4.6
2/10/2025,14:42:58,CNR7106719165,Success,CUST534296,Bike,Electronic City,Nagawara,2.9,6.57,0,,0,,0,,997,27.03,4.5,4.3
2/28/2025,4:39:17,CNR8298406965,Success,CUST239885,Prime Plus,Ulsoor,MG Road,6.34,4.8,0,,0,,0,,975,11.51,3.9,4
2/5/2025,22:59:07,CNR1771974529,Cancelled by Driver,CUST550427,Bike,Hosakerehalli,Basavanagudi,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/10/2025,4:48:50,CNR5754562059,Cancelled by Customer,CUST269115,eBike,Shivajinagar,Hoodi,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/10/2025,19:30:00,CNR8807177272,Success,CUST603604,Mini,Bannerghatta Road,Shivajinagar,9.74,8.81,0,,0,,0,,133,17.03,4.3,4.2
2/20/2025,7:03:49,CNR2596253271,Incomplete,CUST951648,Auto,Domlur,JP Nagar,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/3/2025,10:00:48,CNR1225723430,Cancelled by Customer,CUST721817,Prime Plus,Vasanth Nagar,Yelahanka,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/3/2025,5:09:17,CNR6825256807,Success,CUST783440,Bike,Domlur,KR Puram,4.25,3.42,0,,0,,0,,199,15.77,3.5,3.9
2/10/2025,8:57:26,CNR6329091263,Incomplete,CUST890981,eBike,Hulimavu,Ulsoor,0,0,0,,0,,1,Other Issue,0,0,0,0
2/1/2025,18:44:45,CNR2623645222,Success,CUST751452,Prime Sedan,Vasanth Nagar,Kammanahalli,8.31,7.59,0,,0,,0,,306,8.07,4.6,4.3
2/22/2025,19:06:03,CNR5132303243,Cancelled by Driver,CUST407994,Bike,Kengeri,Hulimavu,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/2/2025,4:03:48,CNR4691206304,Cancelled by Driver,CUST713582,Prime Sedan,Kanakapura Road,Vijayanagar,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/5/2025,10:04:30,CNR6839224227,Success,CUST990860,Prime Sedan,Whitefield,BTM Layout,6.37,5.33,0,,0,,0,,126,4.42,3.9,4.7
2/10/2025,4:07:59,CNR7200113861,Success,CUST886103,Bike,JP Nagar,Jakkur,3.73,7.84,0,,0,,0,,828,3.06,3.7,4.3
2/21/2025,12:46:31,CNR9400674044,Cancelled by Driver,CUST944525,Prime Plus,MG Road,HBR Layout,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/10/2025,18:07:06,CNR4150477145,Success,CUST837649,Bike,Koramangala,RT Nagar,6.29,14.1,0,,0,,0,,323,14.82,3.5,3.8
2/2/2025,6:14:38,CNR3818527623,Incomplete,CUST102971,Bike,MG Road,Malleshwaram,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/20/2025,22:44:23,CNR9120217237,Success,CUST110499,Prime Sedan,Koramangala,Kadubeesanahalli,6.04,7.53,0,,0,,0,,958,26.8,3.8,4.3
2/14/2025,12:57:18,CNR1115646797,Success,CUST235258,Prime SUV,Hebbal,Bellandur,9.53,5.54,0,,0,,0,,785,2.47,4.7,4.6
2/9/2025,6:25:22,CNR5977977230,Cancelled by Driver,CUST159795,Auto,Hulimavu,JP Nagar,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/14/2025,11:15:06,CNR2052722352,Success,CUST410284,Prime Plus,Malleshwaram,Whitefield,4.25,10.6,0,,0,,0,,284,24.37,3.9,3.7
2/18/2025,19:22:53,CNR5381158098,Success,CUST239721,Auto,KR Puram,RT Nagar,5.83,5.19,0,,0,,0,,610,25.61,3.7,3.5
2/24/2025,8:50:31,CNR1956333510,Cancelled by Driver,CUST364990,Prime SUV,Kengeri,HSR Layout,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/22/2025,1:21:36,CNR9235713684,Cancelled by Customer,CUST137584,eBike,Jayanagar,Hebbal,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/25/2025,21:26:19,CNR7550402853,Success,CUST975406,Prime Plus,Vijayanagar,JP Nagar,3.32,7.2,0,,0,,0,,803,2.75,4.2,4.2
2/21/2025,5:15:01,CNR4681169659,Cancelled by Driver,CUST462277,Auto,Sahakar Nagar,Domlur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/13/2025,5:50:40,CNR6094195065,Success,CUST882868,Auto,Hosakerehalli,Rajajinagar,5.73,6.97,0,,0,,0,,530,29.18,4.4,3.8
2/23/2025,9:31:35,CNR8301005915,Success,CUST252408,Prime SUV,Kadubeesanahalli,Majestic,8.68,14.42,0,,0,,0,,415,19.87,4.4,4
2/2/2025,0:25:32,CNR8613210142,Incomplete,CUST834388,eBike,Hosakerehalli,Banashankari,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/23/2025,4:39:30,CNR8327101025,Success,CUST193570,Prime Plus,Girinagar,Hoodi,5.41,12.99,0,,0,,0,,241,8.76,4.8,4
2/13/2025,9:20:22,CNR2646439284,Success,CUST533136,Prime SUV,Basavanagudi,Vasanth Nagar,7.86,7.08,0,,0,,0,,128,22.27,4,4.7
2/15/2025,4:54:54,CNR1144549723,Success,CUST385836,Auto,Sadashivanagar,Kaggadasapura,2.25,4.53,0,,0,,0,,152,27.73,3.7,4.8
2/27/2025,18:11:44,CNR7650577810,Success,CUST618163,Bike,Electronic City,Kengeri,8.03,8.52,0,,0,,0,,247,28.43,3.7,3.7
2/28/2025,23:33:45,CNR9906939993,Success,CUST776753,eBike,Hebbal,Rajajinagar,9.51,12.41,0,,0,,0,,358,27.51,4,5
2/17/2025,3:07:06,CNR4708265334,Success,CUST605114,Mini,Nagawara,Ulsoor,3.01,6.3,0,,0,,0,,383,18.23,4.7,4.9
2/7/2025,23:27:42,CNR8992877216,Cancelled by Driver,CUST273999,Prime Plus,Vasanth Nagar,Kengeri,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/24/2025,10:39:05,CNR7773303885,Cancelled by Driver,CUST528334,eBike,Hosakerehalli,Bommanahalli,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/2/2025,15:49:32,CNR8435670612,Cancelled by Driver,CUST510044,Prime Sedan,Richmond Town,Lavelle Road,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/16/2025,17:24:23,CNR1471779962,Cancelled by Customer,CUST732825,Prime Sedan,Girinagar,Kammanahalli,0,0,1,Wrong Address,0,,0,,0,0,0,0
2/25/2025,0:14:45,CNR6645055717,Cancelled by Customer,CUST975938,Prime Plus,HBR Layout,RT Nagar,0,0,1,AC is not working,0,,0,,0,0,0,0
2/26/2025,0:37:35,CNR9721080983,Cancelled by Driver,CUST827370,Prime SUV,Nagawara,Girinagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/23/2025,22:20:00,CNR2472094532,Success,CUST446751,Prime Plus,Whitefield,Girinagar,7.86,4.31,0,,0,,0,,669,18.06,3.7,4.4
2/15/2025,21:24:06,CNR6293170052,Cancelled by Driver,CUST729479,eBike,KR Puram,Bellandur,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
